query,query_sha,filename,fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9,fea10,fea11,fea12,fea13,fea14,fea15,fea16,fea17,fea18,fea19,fea20,fea21,fea22,fea23,fea24,fea25,fea26,fea27,fea28,fea29,fea30,fea31,fea32,fea33,fea34,fea35,fea36,fea37,fea38,fea39,fea40,fea41,similarity,label
Betty White Death hoax,19c1b3fdea241c7c7331d916912624baf8a638834898ca799c0a9e146e560944,4.txt,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483839,hoax
Betty White Death hoax,19c1b3fdea241c7c7331d916912624baf8a638834898ca799c0a9e146e560944,5.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376186,hoax
Betty White Death hoax,19c1b3fdea241c7c7331d916912624baf8a638834898ca799c0a9e146e560944,1.txt,4,0,4,0,2,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.757361,hoax
Betty White Death hoax,19c1b3fdea241c7c7331d916912624baf8a638834898ca799c0a9e146e560944,0.txt,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29344,hoax
Rowan Atkinson Death hoax,1cccaab80b174d8fd6ad0558fd30067edbd664d37b5d451bb4f520bdc34888af,9.txt,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.815526,hoax
Rowan Atkinson Death hoax,1cccaab80b174d8fd6ad0558fd30067edbd664d37b5d451bb4f520bdc34888af,7.txt,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389253,hoax
Rowan Atkinson Death hoax,1cccaab80b174d8fd6ad0558fd30067edbd664d37b5d451bb4f520bdc34888af,3.txt,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254291,hoax
Rowan Atkinson Death hoax,1cccaab80b174d8fd6ad0558fd30067edbd664d37b5d451bb4f520bdc34888af,6.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0753233,unrelated
Rowan Atkinson Death hoax,1cccaab80b174d8fd6ad0558fd30067edbd664d37b5d451bb4f520bdc34888af,8.txt,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584528,hoax
Rowan Atkinson Death hoax,1cccaab80b174d8fd6ad0558fd30067edbd664d37b5d451bb4f520bdc34888af,4.txt,4,0,4,0,2,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.499581,hoax
Rowan Atkinson Death hoax,1cccaab80b174d8fd6ad0558fd30067edbd664d37b5d451bb4f520bdc34888af,5.txt,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.411973,hoax
Rowan Atkinson Death hoax,1cccaab80b174d8fd6ad0558fd30067edbd664d37b5d451bb4f520bdc34888af,1.txt,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398847,hoax
Rowan Atkinson Death hoax,1cccaab80b174d8fd6ad0558fd30067edbd664d37b5d451bb4f520bdc34888af,0.txt,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.586523,hoax
Stevie Wonder was killed in a car crash hoax,2062bb52acc4a5742ea2d342a8b2506c7049b68409041ed3fdbcd755da77b6ab,9.txt,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293291,unrelated
Stevie Wonder was killed in a car crash hoax,2062bb52acc4a5742ea2d342a8b2506c7049b68409041ed3fdbcd755da77b6ab,7.txt,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.493399,unrelated
Stevie Wonder was killed in a car crash hoax,2062bb52acc4a5742ea2d342a8b2506c7049b68409041ed3fdbcd755da77b6ab,6.txt,4,0,4,0,2,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.386877,hoax
Stevie Wonder was killed in a car crash hoax,2062bb52acc4a5742ea2d342a8b2506c7049b68409041ed3fdbcd755da77b6ab,8.txt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778808,hoax
Stevie Wonder was killed in a car crash hoax,2062bb52acc4a5742ea2d342a8b2506c7049b68409041ed3fdbcd755da77b6ab,4.txt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976969,hoax
Stevie Wonder was killed in a car crash hoax,2062bb52acc4a5742ea2d342a8b2506c7049b68409041ed3fdbcd755da77b6ab,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325882,unrelated
Stevie Wonder was killed in a car crash hoax,2062bb52acc4a5742ea2d342a8b2506c7049b68409041ed3fdbcd755da77b6ab,1.txt,3,0,4,0,0,1,0,3,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.682141,hoax
Stevie Wonder was killed in a car crash hoax,2062bb52acc4a5742ea2d342a8b2506c7049b68409041ed3fdbcd755da77b6ab,0.txt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.635499,hoax
Jokowi is the Indonesia president hoax,225a269ec42e269fdc93f58b8a33107413c14c2bd4e0f0e5b1cb5172ca1d5bfc,7.txt,11,0,10,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.604207,fact
Jokowi is the Indonesia president hoax,225a269ec42e269fdc93f58b8a33107413c14c2bd4e0f0e5b1cb5172ca1d5bfc,6.txt,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304396,fact
Jokowi is the Indonesia president hoax,225a269ec42e269fdc93f58b8a33107413c14c2bd4e0f0e5b1cb5172ca1d5bfc,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209201,unrelated
Jokowi is the Indonesia president hoax,225a269ec42e269fdc93f58b8a33107413c14c2bd4e0f0e5b1cb5172ca1d5bfc,4.txt,3,0,11,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785046,fact
Jokowi is the Indonesia president hoax,225a269ec42e269fdc93f58b8a33107413c14c2bd4e0f0e5b1cb5172ca1d5bfc,5.txt,2,0,9,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.613708,fact
Jokowi is the Indonesia president hoax,225a269ec42e269fdc93f58b8a33107413c14c2bd4e0f0e5b1cb5172ca1d5bfc,1.txt,6,0,6,0,2,4,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.805464,fact
Jokowi is the Indonesia president hoax,225a269ec42e269fdc93f58b8a33107413c14c2bd4e0f0e5b1cb5172ca1d5bfc,0.txt,3,0,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0.568196,unrelated
Suharto was the most corrupt leader of all time hoax,2325c036791829c1c1fc1b73dd87eef823784a1b536568079dfec68904490b79,9.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303028,fact
Suharto was the most corrupt leader of all time hoax,2325c036791829c1c1fc1b73dd87eef823784a1b536568079dfec68904490b79,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.415229,unrelated
Suharto was the most corrupt leader of all time hoax,2325c036791829c1c1fc1b73dd87eef823784a1b536568079dfec68904490b79,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45E-09,unrelated
Suharto was the most corrupt leader of all time hoax,2325c036791829c1c1fc1b73dd87eef823784a1b536568079dfec68904490b79,6.txt,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,9,0.634004,fact
Suharto was the most corrupt leader of all time hoax,2325c036791829c1c1fc1b73dd87eef823784a1b536568079dfec68904490b79,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.429718,unrelated
Suharto was the most corrupt leader of all time hoax,2325c036791829c1c1fc1b73dd87eef823784a1b536568079dfec68904490b79,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019921,unrelated
Suharto was the most corrupt leader of all time hoax,2325c036791829c1c1fc1b73dd87eef823784a1b536568079dfec68904490b79,5.txt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.881026,fact
Suharto was the most corrupt leader of all time hoax,2325c036791829c1c1fc1b73dd87eef823784a1b536568079dfec68904490b79,0.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.86E-09,unrelated
When hippos are upset,26826b83fcd949a64704549e4b0a12e9f0ee78a9c15ec99eff157663c75a976a,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.86802,fact
When hippos are upset,26826b83fcd949a64704549e4b0a12e9f0ee78a9c15ec99eff157663c75a976a,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99E-05,unrelated
When hippos are upset,26826b83fcd949a64704549e4b0a12e9f0ee78a9c15ec99eff157663c75a976a,8.txt,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401271,fact
When hippos are upset,26826b83fcd949a64704549e4b0a12e9f0ee78a9c15ec99eff157663c75a976a,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105652,unrelated
When hippos are upset,26826b83fcd949a64704549e4b0a12e9f0ee78a9c15ec99eff157663c75a976a,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525817,fact
When hippos are upset,26826b83fcd949a64704549e4b0a12e9f0ee78a9c15ec99eff157663c75a976a,1.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739887,fact
Betsy Devos say history textbook should be based on bible hoax,291aade3c15dbd0d6401c0ec426d8ad4aea858487330518097f0135c15cd33ce,9.txt,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,1,0,2,0,0.486265,unrelated
Betsy Devos say history textbook should be based on bible hoax,291aade3c15dbd0d6401c0ec426d8ad4aea858487330518097f0135c15cd33ce,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463105,unrelated
Betsy Devos say history textbook should be based on bible hoax,291aade3c15dbd0d6401c0ec426d8ad4aea858487330518097f0135c15cd33ce,4.txt,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321002,unrelated
Betsy Devos say history textbook should be based on bible hoax,291aade3c15dbd0d6401c0ec426d8ad4aea858487330518097f0135c15cd33ce,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497636,hoax
Betsy Devos say history textbook should be based on bible hoax,291aade3c15dbd0d6401c0ec426d8ad4aea858487330518097f0135c15cd33ce,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624844,unknown
Betsy Devos say history textbook should be based on bible hoax,291aade3c15dbd0d6401c0ec426d8ad4aea858487330518097f0135c15cd33ce,1.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519141,hoax
Betsy Devos say history textbook should be based on bible hoax,291aade3c15dbd0d6401c0ec426d8ad4aea858487330518097f0135c15cd33ce,0.txt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857495,hoax
Japanese citizens is illegal to overweight hoax,2f5b5902d632ec6743ab234822719bfc63581a39ea5c9bb4999e61537175c049,7.txt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.119452,unrelated
Japanese citizens is illegal to overweight hoax,2f5b5902d632ec6743ab234822719bfc63581a39ea5c9bb4999e61537175c049,3.txt,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367437,fact
Japanese citizens is illegal to overweight hoax,2f5b5902d632ec6743ab234822719bfc63581a39ea5c9bb4999e61537175c049,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98E-08,unrelated
Japanese citizens is illegal to overweight hoax,2f5b5902d632ec6743ab234822719bfc63581a39ea5c9bb4999e61537175c049,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.364817,fact
Japanese citizens is illegal to overweight hoax,2f5b5902d632ec6743ab234822719bfc63581a39ea5c9bb4999e61537175c049,2.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877366,fact
Japanese citizens is illegal to overweight hoax,2f5b5902d632ec6743ab234822719bfc63581a39ea5c9bb4999e61537175c049,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14969,fact
Japanese citizens is illegal to overweight hoax,2f5b5902d632ec6743ab234822719bfc63581a39ea5c9bb4999e61537175c049,0.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79619,fact
Indonesia and Monaco have the same flag hoax,314c6a1e50d663b51fab6abb4b12e55a0046263c8f43547085cea12104ec8e61,9.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4212,unrelated
Indonesia and Monaco have the same flag hoax,314c6a1e50d663b51fab6abb4b12e55a0046263c8f43547085cea12104ec8e61,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608584,fact
Indonesia and Monaco have the same flag hoax,314c6a1e50d663b51fab6abb4b12e55a0046263c8f43547085cea12104ec8e61,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296277,unrelated
Indonesia and Monaco have the same flag hoax,314c6a1e50d663b51fab6abb4b12e55a0046263c8f43547085cea12104ec8e61,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306307,unrelated
Indonesia and Monaco have the same flag hoax,314c6a1e50d663b51fab6abb4b12e55a0046263c8f43547085cea12104ec8e61,2.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.719842,fact
Indonesia and Monaco have the same flag hoax,314c6a1e50d663b51fab6abb4b12e55a0046263c8f43547085cea12104ec8e61,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263298,fact
Indonesia and Monaco have the same flag hoax,314c6a1e50d663b51fab6abb4b12e55a0046263c8f43547085cea12104ec8e61,1.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822559,fact
Indonesia and Monaco have the same flag hoax,314c6a1e50d663b51fab6abb4b12e55a0046263c8f43547085cea12104ec8e61,0.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.488596,unrelated
Harambe received 15,3672bb6bd1719b5ea441940c4ca41832a52d28d9718953627de74d4da3a804f0,9.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528302,hoax
Harambe received 15,3672bb6bd1719b5ea441940c4ca41832a52d28d9718953627de74d4da3a804f0,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457297,unknown
Harambe received 15,3672bb6bd1719b5ea441940c4ca41832a52d28d9718953627de74d4da3a804f0,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0.437995,hoax
Harambe received 15,3672bb6bd1719b5ea441940c4ca41832a52d28d9718953627de74d4da3a804f0,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.31523,unknown
Harambe received 15,3672bb6bd1719b5ea441940c4ca41832a52d28d9718953627de74d4da3a804f0,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143932,fact
Harambe received 15,3672bb6bd1719b5ea441940c4ca41832a52d28d9718953627de74d4da3a804f0,4.txt,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52858,hoax
Harambe received 15,3672bb6bd1719b5ea441940c4ca41832a52d28d9718953627de74d4da3a804f0,2.txt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.533828,hoax
Harambe received 15,3672bb6bd1719b5ea441940c4ca41832a52d28d9718953627de74d4da3a804f0,1.txt,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.848537,hoax
Harambe received 15,3672bb6bd1719b5ea441940c4ca41832a52d28d9718953627de74d4da3a804f0,0.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0.68884,hoax
Montreal's city council ban pit bulls hoax,3a7e40b988f0db8656f41eafcfd67d028cb6dac5264a8a82fb820fb37ae36142,9.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0761177,unrelated
Montreal's city council ban pit bulls hoax,3a7e40b988f0db8656f41eafcfd67d028cb6dac5264a8a82fb820fb37ae36142,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.35064,unrelated
Montreal's city council ban pit bulls hoax,3a7e40b988f0db8656f41eafcfd67d028cb6dac5264a8a82fb820fb37ae36142,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0.280784,unrelated
Montreal's city council ban pit bulls hoax,3a7e40b988f0db8656f41eafcfd67d028cb6dac5264a8a82fb820fb37ae36142,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.789804,fact
Montreal's city council ban pit bulls hoax,3a7e40b988f0db8656f41eafcfd67d028cb6dac5264a8a82fb820fb37ae36142,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0.429462,fact
Montreal's city council ban pit bulls hoax,3a7e40b988f0db8656f41eafcfd67d028cb6dac5264a8a82fb820fb37ae36142,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.490443,fact
Montreal's city council ban pit bulls hoax,3a7e40b988f0db8656f41eafcfd67d028cb6dac5264a8a82fb820fb37ae36142,5.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.59529,fact
Montreal's city council ban pit bulls hoax,3a7e40b988f0db8656f41eafcfd67d028cb6dac5264a8a82fb820fb37ae36142,0.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648233,fact
Younger brother kill big brother pokemon go hoax,47ffa7cc99977c04f3da47d4d8dc0de5d952fe01191e4dac683eddac559f93c9,7.txt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.469563,unknown
Younger brother kill big brother pokemon go hoax,47ffa7cc99977c04f3da47d4d8dc0de5d952fe01191e4dac683eddac559f93c9,3.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.296384,unrelated
Younger brother kill big brother pokemon go hoax,47ffa7cc99977c04f3da47d4d8dc0de5d952fe01191e4dac683eddac559f93c9,6.txt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666996,hoax
Younger brother kill big brother pokemon go hoax,47ffa7cc99977c04f3da47d4d8dc0de5d952fe01191e4dac683eddac559f93c9,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478254,unrelated
Younger brother kill big brother pokemon go hoax,47ffa7cc99977c04f3da47d4d8dc0de5d952fe01191e4dac683eddac559f93c9,4.txt,2,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333891,unrelated
Younger brother kill big brother pokemon go hoax,47ffa7cc99977c04f3da47d4d8dc0de5d952fe01191e4dac683eddac559f93c9,2.txt,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.838438,hoax
Younger brother kill big brother pokemon go hoax,47ffa7cc99977c04f3da47d4d8dc0de5d952fe01191e4dac683eddac559f93c9,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780792,fact
Younger brother kill big brother pokemon go hoax,47ffa7cc99977c04f3da47d4d8dc0de5d952fe01191e4dac683eddac559f93c9,1.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149743,unrelated
