query,query_sha,filename,fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9,fea10,fea11,fea12,fea13,fea14,fea15,fea16,fea17,fea18,fea19,fea20,fea21,fea22,fea23,fea24,fea25,fea26,fea27,fea28,fea29,fea30,fea31,fea32,fea33,fea34,fea35,fea36,fea37,fea38,fea39,fea40,fea41,similarity,label
Bananas are curved because they grow towards the sun. hoax,6620609201243218b7b64868cd38cacdc1be9655fa10554565778bde2c376473,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349882,unrelated
Bananas are curved because they grow towards the sun. hoax,6620609201243218b7b64868cd38cacdc1be9655fa10554565778bde2c376473,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637084,unrelated
Bananas are curved because they grow towards the sun. hoax,6620609201243218b7b64868cd38cacdc1be9655fa10554565778bde2c376473,1.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667047,fact
Bananas are curved because they grow towards the sun. hoax,6620609201243218b7b64868cd38cacdc1be9655fa10554565778bde2c376473,0.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918525,fact
Jokowi is christian hoax,66387e8b91fad9fd9751632df7d720ebb2644d76a5c8544c9d333c6cf1dd3c35,9.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0.497986,unrelated
Jokowi is christian hoax,66387e8b91fad9fd9751632df7d720ebb2644d76a5c8544c9d333c6cf1dd3c35,6.txt,3,0,11,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608357,hoax
Jokowi is christian hoax,66387e8b91fad9fd9751632df7d720ebb2644d76a5c8544c9d333c6cf1dd3c35,8.txt,5,0,10,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.644127,hoax
Jokowi is christian hoax,66387e8b91fad9fd9751632df7d720ebb2644d76a5c8544c9d333c6cf1dd3c35,4.txt,1,0,6,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.283622,hoax
Jokowi is christian hoax,66387e8b91fad9fd9751632df7d720ebb2644d76a5c8544c9d333c6cf1dd3c35,2.txt,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168374,hoax
Jokowi is christian hoax,66387e8b91fad9fd9751632df7d720ebb2644d76a5c8544c9d333c6cf1dd3c35,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0.606021,unrelated
Jokowi is christian hoax,66387e8b91fad9fd9751632df7d720ebb2644d76a5c8544c9d333c6cf1dd3c35,0.txt,6,0,6,0,2,4,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.838977,hoax
George Soros Dies of Heart Attack hoax,6a16d36c7478f930a73dcbe965d67eacd719e20c50ed6d9c0b8891b1888b0db3,9.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172747,unrelated
George Soros Dies of Heart Attack hoax,6a16d36c7478f930a73dcbe965d67eacd719e20c50ed6d9c0b8891b1888b0db3,7.txt,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602987,fact
George Soros Dies of Heart Attack hoax,6a16d36c7478f930a73dcbe965d67eacd719e20c50ed6d9c0b8891b1888b0db3,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unrelated
George Soros Dies of Heart Attack hoax,6a16d36c7478f930a73dcbe965d67eacd719e20c50ed6d9c0b8891b1888b0db3,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unrelated
George Soros Dies of Heart Attack hoax,6a16d36c7478f930a73dcbe965d67eacd719e20c50ed6d9c0b8891b1888b0db3,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unrelated
George Soros Dies of Heart Attack hoax,6a16d36c7478f930a73dcbe965d67eacd719e20c50ed6d9c0b8891b1888b0db3,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unrelated
George Soros Dies of Heart Attack hoax,6a16d36c7478f930a73dcbe965d67eacd719e20c50ed6d9c0b8891b1888b0db3,1.txt,3,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927478,hoax
George Soros Dies of Heart Attack hoax,6a16d36c7478f930a73dcbe965d67eacd719e20c50ed6d9c0b8891b1888b0db3,0.txt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733965,hoax
Jokowi is chinese hoax,799a9082392ec0bde6ffb1ff8e6e756fdd9fbfbee2d54c5b73629318e5894b47,9.txt,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496831,unrelated
Jokowi is chinese hoax,799a9082392ec0bde6ffb1ff8e6e756fdd9fbfbee2d54c5b73629318e5894b47,7.txt,3,0,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0.351587,hoax
Jokowi is chinese hoax,799a9082392ec0bde6ffb1ff8e6e756fdd9fbfbee2d54c5b73629318e5894b47,3.txt,0,0,13,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.366293,unrelated
Jokowi is chinese hoax,799a9082392ec0bde6ffb1ff8e6e756fdd9fbfbee2d54c5b73629318e5894b47,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165913,unrelated
Jokowi is chinese hoax,799a9082392ec0bde6ffb1ff8e6e756fdd9fbfbee2d54c5b73629318e5894b47,4.txt,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.705038,hoax
Jokowi is chinese hoax,799a9082392ec0bde6ffb1ff8e6e756fdd9fbfbee2d54c5b73629318e5894b47,2.txt,3,0,11,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575813,hoax
Jokowi is chinese hoax,799a9082392ec0bde6ffb1ff8e6e756fdd9fbfbee2d54c5b73629318e5894b47,0.txt,6,0,6,0,2,4,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.788291,hoax
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,9.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429619,hoax
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,7.txt,4,0,4,0,2,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.559914,hoax
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.25E-09,unrelated
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,6.txt,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.804176,hoax
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,8.txt,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800538,hoax
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,4.txt,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743421,hoax
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,2.txt,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605347,hoax
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,5.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231876,hoax
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,1.txt,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0.497829,hoax
Nicolas Cage Death hoax,7bf15f955304f59dc74f828bb0089fe109364cb530a8845fddab63363df5f7e2,0.txt,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743483,hoax
King Salman visit Bali hoax,7fc876724ea4f034fc1bd144027e159e942726dfbb13cb849bd92464f4786ffd,9.txt,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562279,unrelated
King Salman visit Bali hoax,7fc876724ea4f034fc1bd144027e159e942726dfbb13cb849bd92464f4786ffd,7.txt,13,0,3,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,unrelated
King Salman visit Bali hoax,7fc876724ea4f034fc1bd144027e159e942726dfbb13cb849bd92464f4786ffd,3.txt,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.152594,unrelated
King Salman visit Bali hoax,7fc876724ea4f034fc1bd144027e159e942726dfbb13cb849bd92464f4786ffd,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.561603,fact
King Salman visit Bali hoax,7fc876724ea4f034fc1bd144027e159e942726dfbb13cb849bd92464f4786ffd,8.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.751333,fact
King Salman visit Bali hoax,7fc876724ea4f034fc1bd144027e159e942726dfbb13cb849bd92464f4786ffd,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.265134,fact
King Salman visit Bali hoax,7fc876724ea4f034fc1bd144027e159e942726dfbb13cb849bd92464f4786ffd,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.551375,fact
King Salman visit Bali hoax,7fc876724ea4f034fc1bd144027e159e942726dfbb13cb849bd92464f4786ffd,1.txt,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.544308,fact
King Salman visit Bali hoax,7fc876724ea4f034fc1bd144027e159e942726dfbb13cb849bd92464f4786ffd,0.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.493039,fact
Forbes 2011 McDuck $44 billion hoax,89e1ca24ad7a95536f8e23f54fa7348b54c17607487f8e2698a825587ac701f6,9.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445161,fact
Forbes 2011 McDuck $44 billion hoax,89e1ca24ad7a95536f8e23f54fa7348b54c17607487f8e2698a825587ac701f6,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991614,fact
Forbes 2011 McDuck $44 billion hoax,89e1ca24ad7a95536f8e23f54fa7348b54c17607487f8e2698a825587ac701f6,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561432,unrelated
Forbes 2011 McDuck $44 billion hoax,89e1ca24ad7a95536f8e23f54fa7348b54c17607487f8e2698a825587ac701f6,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369415,unrelated
Forbes 2011 McDuck $44 billion hoax,89e1ca24ad7a95536f8e23f54fa7348b54c17607487f8e2698a825587ac701f6,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830847,unrelated
Forbes 2011 McDuck $44 billion hoax,89e1ca24ad7a95536f8e23f54fa7348b54c17607487f8e2698a825587ac701f6,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.365933,unknown
Forbes 2011 McDuck $44 billion hoax,89e1ca24ad7a95536f8e23f54fa7348b54c17607487f8e2698a825587ac701f6,0.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0872738,unrelated
Brad Pitt Death hoax,92ae0a0319e63936ade4eba7c605a6fafe45befb69ef0de339c0247b8a1307cf,9.txt,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.903013,hoax
Brad Pitt Death hoax,92ae0a0319e63936ade4eba7c605a6fafe45befb69ef0de339c0247b8a1307cf,3.txt,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278675,hoax
Brad Pitt Death hoax,92ae0a0319e63936ade4eba7c605a6fafe45befb69ef0de339c0247b8a1307cf,6.txt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381514,hoax
Brad Pitt Death hoax,92ae0a0319e63936ade4eba7c605a6fafe45befb69ef0de339c0247b8a1307cf,8.txt,3,0,4,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479014,hoax
Brad Pitt Death hoax,92ae0a0319e63936ade4eba7c605a6fafe45befb69ef0de339c0247b8a1307cf,4.txt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347675,hoax
Brad Pitt Death hoax,92ae0a0319e63936ade4eba7c605a6fafe45befb69ef0de339c0247b8a1307cf,2.txt,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.835217,hoax
Brad Pitt Death hoax,92ae0a0319e63936ade4eba7c605a6fafe45befb69ef0de339c0247b8a1307cf,5.txt,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635917,hoax
Brad Pitt Death hoax,92ae0a0319e63936ade4eba7c605a6fafe45befb69ef0de339c0247b8a1307cf,1.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32624,hoax
Brad Pitt Death hoax,92ae0a0319e63936ade4eba7c605a6fafe45befb69ef0de339c0247b8a1307cf,0.txt,2,0,1,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.698902,hoax
Airport scanners rip apart DNA hoax,9412b5e80c142d04cb9f919be8681e0fce8a66967d4d60b2538ff150b4983cd1,9.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6873,fact
Airport scanners rip apart DNA hoax,9412b5e80c142d04cb9f919be8681e0fce8a66967d4d60b2538ff150b4983cd1,7.txt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,2,0,0.209028,hoax
Airport scanners rip apart DNA hoax,9412b5e80c142d04cb9f919be8681e0fce8a66967d4d60b2538ff150b4983cd1,6.txt,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0.291274,hoax
Airport scanners rip apart DNA hoax,9412b5e80c142d04cb9f919be8681e0fce8a66967d4d60b2538ff150b4983cd1,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323085,hoax
Airport scanners rip apart DNA hoax,9412b5e80c142d04cb9f919be8681e0fce8a66967d4d60b2538ff150b4983cd1,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.351068,unrelated
Airport scanners rip apart DNA hoax,9412b5e80c142d04cb9f919be8681e0fce8a66967d4d60b2538ff150b4983cd1,2.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.22217,unrelated
Airport scanners rip apart DNA hoax,9412b5e80c142d04cb9f919be8681e0fce8a66967d4d60b2538ff150b4983cd1,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00170005,unrelated
Airport scanners rip apart DNA hoax,9412b5e80c142d04cb9f919be8681e0fce8a66967d4d60b2538ff150b4983cd1,0.txt,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0.485377,hoax
Eric Braverman hoax,a40758870e158e0583ceb93d083d6371e314a9cb544979ba613a05c67b8b07ac,9.txt,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.481732,unknown
Eric Braverman hoax,a40758870e158e0583ceb93d083d6371e314a9cb544979ba613a05c67b8b07ac,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585987,unknown
Eric Braverman hoax,a40758870e158e0583ceb93d083d6371e314a9cb544979ba613a05c67b8b07ac,6.txt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0.466025,fact
Eric Braverman hoax,a40758870e158e0583ceb93d083d6371e314a9cb544979ba613a05c67b8b07ac,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unrelated
Eric Braverman hoax,a40758870e158e0583ceb93d083d6371e314a9cb544979ba613a05c67b8b07ac,4.txt,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0.251511,hoax
Eric Braverman hoax,a40758870e158e0583ceb93d083d6371e314a9cb544979ba613a05c67b8b07ac,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841213,hoax
Eric Braverman hoax,a40758870e158e0583ceb93d083d6371e314a9cb544979ba613a05c67b8b07ac,5.txt,0,0,2,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,4,1,0.476691,hoax
Eric Braverman hoax,a40758870e158e0583ceb93d083d6371e314a9cb544979ba613a05c67b8b07ac,1.txt,0,0,1,0,1,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0.43017,hoax
Eric Braverman hoax,a40758870e158e0583ceb93d083d6371e314a9cb544979ba613a05c67b8b07ac,0.txt,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.598863,hoax
Egplant-flavored condom durex hoax,ad527f584b829d0bd7ad58825180f063bbebd160800b1f9396754b0b9383b380,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313069,unknown
Egplant-flavored condom durex hoax,ad527f584b829d0bd7ad58825180f063bbebd160800b1f9396754b0b9383b380,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.244799,hoax
Egplant-flavored condom durex hoax,ad527f584b829d0bd7ad58825180f063bbebd160800b1f9396754b0b9383b380,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405176,unknown
Egplant-flavored condom durex hoax,ad527f584b829d0bd7ad58825180f063bbebd160800b1f9396754b0b9383b380,8.txt,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374688,hoax
Egplant-flavored condom durex hoax,ad527f584b829d0bd7ad58825180f063bbebd160800b1f9396754b0b9383b380,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.128636,unknown
Egplant-flavored condom durex hoax,ad527f584b829d0bd7ad58825180f063bbebd160800b1f9396754b0b9383b380,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.219804,hoax
Egplant-flavored condom durex hoax,ad527f584b829d0bd7ad58825180f063bbebd160800b1f9396754b0b9383b380,5.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.622986,hoax
Egplant-flavored condom durex hoax,ad527f584b829d0bd7ad58825180f063bbebd160800b1f9396754b0b9383b380,1.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.62095,unknown
Egplant-flavored condom durex hoax,ad527f584b829d0bd7ad58825180f063bbebd160800b1f9396754b0b9383b380,0.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.783747,hoax
Nelson Mandela Death hoax,b1976fa56518df560089bf03156d37495d53253a23c22d77c39ae39bd2f491df,9.txt,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207135,hoax
Nelson Mandela Death hoax,b1976fa56518df560089bf03156d37495d53253a23c22d77c39ae39bd2f491df,7.txt,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0.0250478,fact
Nelson Mandela Death hoax,b1976fa56518df560089bf03156d37495d53253a23c22d77c39ae39bd2f491df,3.txt,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0.968473,hoax
